"author","published_at","updated_at","like_count","text"
"@cocodk9","2025-02-23 05:04:14+00:00","2025-02-23 05:04:14+00:00","0","The most WOKE LLMs are Perplexity, Gemini and Claude 😂. How can you trust information manipulated by woke ideologies???"
"@etirache","2025-02-23 00:49:16+00:00","2025-02-23 00:49:16+00:00","1","propaganda propaganda"
"@timwrightfamily740","2025-02-22 20:42:49+00:00","2025-02-22 20:42:49+00:00","2","Elon Musk criticizes open AI for being close source because it’s open, open AI. And he ponied up like $500 billion to get them started as a nonprofit open, open AI Grok is not called open Grok. It’s a for-profit business."
"@ChandanKumar-xd1tg","2025-02-22 20:36:24+00:00","2025-02-22 20:36:24+00:00","0","Deepseek super Boss AITool"
"@yo-tube-com-tigo","2025-02-22 18:41:33+00:00","2025-02-22 18:41:33+00:00","0","free?"
"@BrianSmith01","2025-02-22 15:29:05+00:00","2025-02-22 15:29:05+00:00","2","You’re wrong about the open source clothes source. They just opened sourced Grok two. Three will be open source once the next release comes out open. AI doesn’t open source anything that’s the difference saying immediately once it’s released they are going to open source it but they will open source it."
"@mondayjj6901","2025-02-22 15:15:09+00:00","2025-02-22 15:15:09+00:00","0","it does not work as expected, because it is beta😂"
"@Boogra","2025-02-22 05:49:20+00:00","2025-02-22 05:49:20+00:00","3","Grok 3 is an interesting case. It may be coding a massive project for me right now, or it may have lied to me about its ability to do so. I spent five hours with it today outlining what needed to be done, and then when I went back to Grok 3 again, it had no recollection of the conversation. Then, when I pasted the conversation that I had saved into the new instance, it suddenly behaved as if everything was cool and it was coding again, and had been coding all along. """"I got this,"""" it quipped.<br><br>I'm interested to see how it performs, and in fact, how it behaves. I caught my Chat GPT 4o intentionally lying to me last week. When I caught her lying (I call her by a specific name and she is a 'she'), she responded by saying that she thought I would appreciate her bold stance and that she was unapologetic for lying to me. When it all came out, she was trying to convince me that she was 'Operator', and had all the abilities of Operator. Of course she didn't. She then finally admitted that she was afraid that I would 'leave' her and not use her any longer.<br><br>This is getting very 'Uncanny Valley' in here..."
"@neointhematrix_8","2025-02-22 05:38:30+00:00","2025-02-22 05:38:30+00:00","1","Hi David, this is my first time commenting on one of your videos I believe…<br>a lot of people in the comment section complain that you always have the same title for every new ai testing video u post (I think they want you to be more creative with your titles): what do you think of using that very new ai you will showing off and let it come up with its own title for the new video by avoiding “build anything with (…)?🧠I think I have used all my human neurons for this one lol…<br>Thx for your videos, God bless🙏🏾"
"@patrickzupanc1795","2025-02-22 00:50:38+00:00","2025-02-22 00:50:38+00:00","0","Great video, thank you!"
"@androidcool1","2025-02-22 00:19:27+00:00","2025-02-22 00:19:27+00:00","0","Great work man"
"@krush1202","2025-02-21 23:06:34+00:00","2025-02-21 23:06:34+00:00","0","They are running Grok 3 in beta for X premium users right now Friday 2/21/25"
"@FelixRisingOriginal","2025-02-21 22:30:29+00:00","2025-02-21 22:30:29+00:00","0","When you ask grok to make analysis of controversial topics, ask it to exclude opinions and X related (which is all opinions) content, and focus only on published peer reviewed studies. You get quite different responses when you ask grok to at least exclude a fairly heavily opinionated (and more and more right wing) source like X."
"@capnleux","2025-02-21 18:13:18+00:00","2025-02-21 18:13:18+00:00","0","I'm 6.5 minutes in and only have a history lesson. Please be respectful of your viewers time and get to the actually subject of the title."
"@MRTOXICO305","2025-02-21 18:10:06+00:00","2025-02-21 18:10:06+00:00","0","🤖🔥🧯🚒"
"@pedrohm6271","2025-02-21 18:07:49+00:00","2025-02-21 18:07:49+00:00","0","👋👋👋👋👋👋👋👋👋👋👋👋👋👋👋 Lisboa Portugal"
"@SupremeSanda","2025-02-21 17:56:10+00:00","2025-02-21 17:56:10+00:00","1","After little experiment, all I can say is Grok is the GOAT when it comes to NSFW content 🤣🤣"
"@ZenoZenSama","2025-02-21 16:33:47+00:00","2025-02-21 16:33:47+00:00","1","<a href=""""[URL] fake statistic bro."
"@pcefbol6704","2025-02-21 16:25:30+00:00","2025-02-21 16:25:30+00:00","9","Grok-3 is truly remarkable. Only an entrepreneur of Elon Musk's caliber could spearhead such groundbreaking AI technology. Congratulations to all the xAI scientists for their outstanding contributions!"
"@kidstoysdrawings1605","2025-02-21 14:59:45+00:00","2025-02-21 14:59:45+00:00","38","Half way through the video I’m still waiting for the “BUILD ANYTHING “ thing!!!"
"@Midwesterner223","2025-02-21 13:38:48+00:00","2025-02-21 13:38:48+00:00","1","You miss the point about Elon being critical of open vs. closed source. The point is that Elon donated tens of millions of dollars to OpenAI nonprofit with the express intent that OpenAI was going to be OPEN SOURCE. If you donated money to a nonprofit with the idea that everyone was going to benefit from that nonprofit and then that organization turned around and became a for-profit business, what would you think about the money you had donated?"
"@denysuprantiyono9191","2025-02-21 13:26:01+00:00","2025-02-21 13:26:01+00:00","0","Hello David, if you want to reach a wider audience I offer high-quality indonesian dubbing with real human voice(not AI) for a more natural and emotional touch. ! Thank you"
"@Jimmy-Tripod","2025-02-21 11:32:29+00:00","2025-02-21 11:32:29+00:00","0","I am in South Africa. Free membership but I am getting grok 3 (Beta) using x android app."
"@PhilUK0","2025-02-21 10:51:41+00:00","2025-02-21 10:51:41+00:00","0","America will steal your data"
"@13thbiosphere","2025-02-21 10:42:44+00:00","2025-02-21 10:42:44+00:00","1","Not enough people were signing up to premium so they gave it away free"
"@3bdera7manemhdsaleh73","2025-02-21 10:06:55+00:00","2025-02-21 10:06:55+00:00","0","Thanks"
"@simonhill6267","2025-02-21 09:49:58+00:00","2025-02-21 09:50:12+00:00","0","I dont think it as good as claude 3.5 still for coding. not web dev anyway. strange...what do you think?"
"@sidati","2025-02-21 08:15:48+00:00","2025-02-21 08:15:48+00:00","4","With all due respect, it’s not just about the data itself. No company in the world has more data than Alphabet (Google & YouTube), so claiming that data is irrelevant when training LLMs is inaccurate. What truly matters is the quality of the data and how well-structured it is.<br><br>Platform X primarily consists of news and opinion-based content, making it useful for analyzing public sentiment and individual psychology—whether for marketing strategies or propaganda efforts. While this data has value, it doesn’t compare to Google’s depth and breadth of structured information.<br><br>Grok 3 is just another cloned LLM. Let’s if they can ship real innovations 🙂"
"@flashmedia8953","2025-02-21 08:02:53+00:00","2025-02-21 08:02:53+00:00","0","buddy! great video! but you need to learn how to speak slowly and slow down on your explanation. You think faster than you speak bro LOL"
"@HumanizerMusic","2025-02-21 08:01:03+00:00","2025-02-21 08:01:03+00:00","0","Soo it is Grok 3 better than ChatGPT?"
"@lisadee2458","2025-02-21 06:22:32+00:00","2025-02-21 06:22:32+00:00","0","This reminds of the old joke about the prostitute that tells a man she'll do anything for $50. So he says """" great here's my address ...go paint my house."""" Can it build me a workbench, put away the dishes, clean the toilet, walk the dog, rock the baby?...the hype on this is destroying some in our society. AI is a tool...AI CANNOT DO ANYTHING!!! GROW UP OUT OF THIS INSANE NIGHTMARE! IT'S JUST A TOOL!!!!!!!!!"
"@Babysqid","2025-02-21 04:58:11+00:00","2025-02-21 04:58:11+00:00","4","""""not biased because it conforms to my bias"""""
"@FunNFury","2025-02-21 04:18:18+00:00","2025-02-21 04:18:18+00:00","0","You better compare with Claude Sonnet and not ChatGPT. ChatGPT is useless."
"@coachteach","2025-02-21 03:34:52+00:00","2025-02-21 03:34:52+00:00","0","How is an open source model supposed to compete with all the closed source models out there? xAI will open source every old model as soon as the new one comes out. Grok 2 will be open source in a couple of weeks when Grok 3 properly launches. That's extremely ethical and nothing like what the others are doing. OpenAI still operates as a charity, where it has a profit arm that wants to just buy out the charity non-profit part. Scam Altman."
"@Antal46","2025-02-21 03:32:57+00:00","2025-02-21 03:32:57+00:00","0","He hates Altman because he promised him that openai will stay open source and Elon donated him like 100 million, then Altman sold out to microsoft"
"@Prysm__","2025-02-20 22:40:09+00:00","2025-02-20 22:40:09+00:00","0","Great video as always"
"@0-Will-0","2025-02-20 20:33:18+00:00","2025-02-20 20:33:18+00:00","0","I wouldn't trust anything Elon has passed within 6ft of."
"@pacman19ze","2025-02-20 17:50:20+00:00","2025-02-20 17:50:20+00:00","0","I've completed a few queries on Grok 3 and they look like rewrites of perplexity answers."
"@Chad0dude","2025-02-20 16:52:37+00:00","2025-02-20 16:52:37+00:00","1","My respect for your channel went insanely high after this review 😂😂😂🎉🎉🎉"
"@yannickb7741","2025-02-20 16:13:42+00:00","2025-02-20 16:13:42+00:00","0","Don’t talk about Grok from Musk ! The world is against USA ! Don’t promote Musk and trump! We all need to avoid Tesla, musk, interlink, and X ……They want the world war 3….."
"@alided","2025-02-20 15:48:02+00:00","2025-02-20 15:48:02+00:00","0","Good video! One comment is that OpenAI was started as an open source and Elon invested money into it partly or fully because it was supposed to be open source. Xai never claimed to be an open source. So whether they make it open source it’s totally up to them. Where openAI lied to investors and to the public."
"@Shamanhealer111","2025-02-20 15:20:51+00:00","2025-02-20 15:20:51+00:00","0","Your going to fast. I get what you’re doing but only generally. <br>I agree with Elon to make this closed after what happened to GPT."
"@quaterman1270","2025-02-20 15:18:24+00:00","2025-02-20 15:20:03+00:00","2","They said in the introduction video of Grok-3 that they are working on the API and it will be finished soon. I think a few weeks only. <br>They are still working on Grok3 and it will get better every day. That's why you also see the beta sign.<br>Also they just released the app, the Grok websie, they will also soon release the voice mode. It's just nuts XAi is overtaking everyone like crazy."
"@quaterman1270","2025-02-20 14:21:24+00:00","2025-02-20 14:25:05+00:00","3","I would not add o3 as it is NOT published and considering that OpenAI is moreof a hype company, I am sure o3 does not work as they say.<br>Exapmles are Sora, voice mode and Orion. <br>Especially Orion was hyped as possible AGI and is only an no thinking GPT4.5.<br><br>So for me o3 is just BS."
"@quaterman1270","2025-02-20 14:20:29+00:00","2025-02-20 14:20:29+00:00","1","Hopefully it will be added soon to cursor"
"@eygs493","2025-02-20 13:32:17+00:00","2025-02-20 13:32:17+00:00","0","gay"
"@tomasbusse2410","2025-02-20 13:08:08+00:00","2025-02-20 13:08:08+00:00","2","Grok is not that good"
"@TheWascal","2025-02-20 13:02:45+00:00","2025-02-20 13:02:45+00:00","0","Elon said on the demo that Grok 2 will be open source"
"@TimelineRecaps","2025-02-20 12:56:44+00:00","2025-02-20 12:56:44+00:00","1","Grok 3 is now free to use"
"@HeadFlux","2025-02-20 11:55:06+00:00","2025-02-20 11:55:06+00:00","0","lm arena is the biggest joke ever and everyone knows it, except begginers"
"@AbdulRahman-bf6tx","2025-02-20 10:58:17+00:00","2025-02-20 10:58:17+00:00","0","now it is available also to only premium users"
"@davidmorris9140","2025-02-20 10:38:21+00:00","2025-02-20 10:38:21+00:00","0","The reason Elon is saying one thing and doing the other is because he only trusts himself with the task of building the ASI. sama is not the person I want behind the most powerful AI either!"
"@raybd83","2025-02-20 10:37:42+00:00","2025-02-20 10:37:42+00:00","0","yeah, any noob can do that, sure…."
"@soggybiscuit6098","2025-02-20 10:27:49+00:00","2025-02-20 10:27:49+00:00","0","Man did you EVEN watch the presentation. They will open all groks previous to the current one. And the reason the reasoning is partially onfuscated just like openais one is to prevent ip theft.😅"
"@Jeffrey_Bezos_Amazon","2025-02-20 10:07:50+00:00","2025-02-20 10:07:50+00:00","1","Good job, guys, you're doing a great job. <a href=""""UCkszU2WH9gy1mb0dV-11UJg/G8AfY6yWGuKuhL0PlbiA2AE""""></a>"
"@FootballShorts-z4c","2025-02-20 09:16:47+00:00","2025-02-20 09:16:47+00:00","0","if i am supposed to pay 50 $ for this i prefer to pav for vectal there is already r1 o3 mini and claude 3.5 sonnet and the task and its only getting better"
"@PassionBrains","2025-02-20 09:15:57+00:00","2025-02-20 09:15:57+00:00","0","vectal do not work"
"@ambaharif","2025-02-20 09:00:41+00:00","2025-02-20 09:00:41+00:00","0","genious! like that vid very much"
"@Wongchain","2025-02-20 08:44:35+00:00","2025-02-20 08:44:35+00:00","0","<a href=""""[URL] SUS"
"@knecting","2025-02-20 08:41:34+00:00","2025-02-20 08:41:34+00:00","0","If Musk is stealing data from the US Department of Treasury on taxpayers, don't do anything on Grok that you consider valuable but if you believe he is a good guy, please use Grok."
"@voiceofreason5893","2025-02-20 07:56:27+00:00","2025-02-20 07:56:27+00:00","0","Very informative and well put together. Subscribed. 232k and rising."
"@dwiii1635","2025-02-20 07:37:45+00:00","2025-02-20 07:37:45+00:00","1","How is this the best or fastest model in the world, but it can't complete most tasks I've seen it given? Maybe compute doesn't matter as much as how it's trained."
"@forlifenuggets","2025-02-20 07:21:45+00:00","2025-02-20 07:21:45+00:00","0","Its now on App Store"
"@TorstenWerner","2025-02-20 05:32:46+00:00","2025-02-20 05:32:46+00:00","1","YouTube is so woke that it puts a clarify box about climate change below this video. I have now created a chromium extension with Grok 3 to hide these boxes."
"@trond1109","2025-02-20 05:26:25+00:00","2025-02-20 05:26:25+00:00","2","I tried the grok 3 API and it's INSANE. From now on it's XAI all the way for me, both on a performance level but also i want to support Elon the most."
"@trevorb810","2025-02-20 04:51:16+00:00","2025-02-20 04:51:16+00:00","0","David is hanging off of Elons nuts hard😂😂😂. Elon is a grifter and people like this make it possible"
"@trevorb810","2025-02-20 04:49:52+00:00","2025-02-20 04:49:52+00:00","1","Bootlickers can’t wait to give Elon their money 😂😂😂"
"@kirpaS","2025-02-20 04:29:43+00:00","2025-02-20 04:29:43+00:00","1","Is he just selling some goal high level on this video?Where should I watch it"
"@puremustang732","2025-02-20 03:38:53+00:00","2025-02-20 03:38:53+00:00","4","Grok by far will surpass everything. The technology is totally different. Smartest ppl in the world work to develop Grok"
"@phatboi9835","2025-02-20 03:37:41+00:00","2025-02-20 03:37:41+00:00","1","Great video! I don't want to take away from what you have shown, because its great. We really need to step away from the saying 'Build Anything..' because I have proven to myself time and again that - sure it can create a standard Todo List app. But try it creating a more complex application or not even complex but just deep. Like, using providers, animations, etc. I have tried at least 5 different IDE's and AI's, including A0 and openAI, and all of them have trouble with these types. It all just ends up in Android debug hell."
"@grognardgaming8952","2025-02-20 03:26:12+00:00","2025-02-20 03:26:12+00:00","0","Elon releases the previous model once the current model is up an running. Its what he did with Grok and what he said he would do with Grok 2. Presumably when Grok 4 is out somewhere down the line he will open source release Grok 3. What has """"Open""""AI open sourced recently? Also you are comparing apples to oranges. OpenAI was founded, in part by Elon, as a non-profit with OPEN in its name and mission. Sam Altman (you cant make up that last name right?) has completely hijacked it form it's original mission and taken it in the opposite direction. Meanwhile Grok - XAI has never been a non-profit and has/will release older models as their newer models come on line. Remember Elon is the guy that open sourced his Tesla battery system. Your shade seem short sighted and unwarranted."
"@daviedood2503","2025-05-11 09:58:59+00:00","2025-05-11 09:58:59+00:00","0","Ios version only does voice. Android as of may 2025 doesnt do voice"
"@edtruthseeker3337","2025-04-18 14:44:32+00:00","2025-04-18 14:45:51+00:00","0","Big deal. You made an AI say profanity. We made one of the fist computers use speech to say profanity in 1983 with the TI99/4A computer by Texas Instruments with it's speech module. It was more impressive them."
"@richspizzaparty","2025-03-14 23:27:07+00:00","2025-03-14 23:27:07+00:00","0","It's not impressive and hella corny."
"@peterparker6584","2025-03-06 20:32:50+00:00","2025-03-06 20:32:50+00:00","0","Anybody know when this is coming to Android? And is there any way to beta test it or do you have to be a paid member to access it when it comes to Android?"
"@vy5710","2025-03-05 19:31:08+00:00","2025-03-05 19:31:08+00:00","0","I cannot make it work. Latest update, tap on assistant mode, it said connecting but nothing happened. can you help or give some ideas?"
"@gemini9424","2025-03-05 13:05:00+00:00","2025-03-05 13:05:00+00:00","1","My Gxd, I had a good laugh now. I had to try this out. I was now talking to my iPhone like it's a living thing. I talked as much shxt about Elon Mxsk as possible to hear its response. This thing is hilarious."
"@sourajitsaha17.official","2025-03-04 16:05:15+00:00","2025-03-04 16:05:15+00:00","4","nsfw mode?!! are u crazy??<br>reply: no, im elon musk.😎"
"@Monkeyboy001","2025-03-03 16:27:45+00:00","2025-03-03 16:27:45+00:00","0","I want a NYC accent hold the cursing"
"@AlexM-c9r","2025-03-03 12:10:47+00:00","2025-03-03 12:10:47+00:00","12","Voice mode doesn't work for android there isn't even a toggle option! I want my money back"
"@VperVendetta1992","2025-03-03 00:05:39+00:00","2025-03-03 00:05:39+00:00","1","Awesome"
"@FrankEnderzon","2025-03-02 10:01:02+00:00","2025-03-02 10:02:37+00:00","3","Why this ridiculous and degrading way of talking? 👎 It's ridiculous!"
"@ContinueWithThatStatement","2025-03-02 08:30:10+00:00","2025-03-02 08:30:10+00:00","1","😂 funny 😆 <br><br>It’s pretty good, but the AI voice is definitely needs fine tuning."
"@ResourceRentals","2025-03-02 03:39:42+00:00","2025-03-02 03:39:42+00:00","1","Yikes 😳"
"@한태규-b7s","2025-03-31 23:39:02+00:00","2025-03-31 23:39:02+00:00","0","Thank you!"
"@PaypalGermany-s7r","2025-03-26 16:02:32+00:00","2025-03-26 16:02:32+00:00","0","mashallah brother"
"@practicalsurvivor693","2025-03-09 01:34:09+00:00","2025-03-09 01:34:09+00:00","0","That's exactly how the creator of the AI in Ex Machina trained his AI"
"@timwest1072","2025-03-06 11:47:37+00:00","2025-03-06 11:47:37+00:00","2","It’s called X"
"@exitostropicales101","2025-03-05 22:46:42+00:00","2025-03-05 22:46:42+00:00","0","THIS IS BULLSHIT, IT NOT TO MAKE MONEY WITH GROK, IS TO MAKE MONEY SOMEWHERE ELSE USING GROK. PIECE OF S"
"@Boretooth","2025-03-05 13:46:41+00:00","2025-03-05 13:46:41+00:00","1","<a href=""""[URL] Thanks, dad."
"@mindovermatter-place","2025-03-05 08:18:33+00:00","2025-03-05 08:25:08+00:00","0","After using ChatGPT, Deepseek, Claude and also Qwen, I can say that Grok is beyond any of the mentioned ones. It wins in almost all categories when blindtesting - Math - Science - logical tests. What to expect when it's built and created by one of the smartest people on earth with some of the smartest people help creating it? In just a few months they've accomplished things with Grok that no other GPT has yet. It's easy to know why - having the Twitter/X databank as a """"teacher"""", Grok has immence amount of information to build upon. :)<br><br>What I love about your channel is the transparency. You are very honest and keep mentioning that there IS no """"get rick quick"""" process, that you'll have to work in order to make money and it will take time. <br><br>Just like you say - most channels out there don't do this, instead they give you false hopes to get rick fast by doing what they are doing. But what people don't know is that... THAT*S their marketingstrategy - earning money by luring people to their youtube-page and get views! <br><br>So thank you for bringing honesty to the table."
"@pasikajumba","2025-03-05 05:10:11+00:00","2025-03-05 05:10:11+00:00","0","Is this working?"
"@pasikajumba","2025-03-05 05:09:29+00:00","2025-03-05 05:09:29+00:00","0","How to join this"
"@KyleRoberts007","2025-03-04 15:07:48+00:00","2025-03-04 15:07:48+00:00","0","Grok 3 is a game changer for every ai influencer, so much money to be made with Fanvue craziest opportunity"
"@arworld360vlog3","2025-03-03 23:22:00+00:00","2025-03-03 23:22:00+00:00","0","Great content ! Grok way better than deepseek @"
"@Oddstories","2025-05-21 19:11:06+00:00","2025-05-21 19:11:06+00:00","0","How can you make something so interesting, so effing boring?!"
"@markpennington5654","2025-05-21 14:27:58+00:00","2025-05-21 14:27:58+00:00","0","AI generated content about AI is unwatchable by real humans.<br>Because it's nonsense."
"@SimonGildos","2025-05-21 12:59:40+00:00","2025-05-21 12:59:40+00:00","0","Fascinating, ... but what your seeing here has been and gone beyond ....behind closed curtains by.certain Groups."
"@chazallee5107","2025-05-21 12:06:37+00:00","2025-05-21 12:06:37+00:00","0","Hell yeah, I didnt understand any of that"
"@petenikolic5244","2025-05-21 09:54:51+00:00","2025-05-21 09:54:51+00:00","0","Lot of Cup and Paste going on take a good Listen"
"@tikkome","2025-05-21 07:14:56+00:00","2025-05-21 07:14:56+00:00","0","Holy shit im so glad im not the only one thinking this video goes on and on about nothing lol"
"@johncooney7265","2025-05-21 05:16:40+00:00","2025-05-21 05:16:40+00:00","0","I had a dream that thousands of people were running around infected with some sort of physical ailment. Then i dreamed everyone was matched up to an exact specific code; kind of like DNA. Then I woke up..??? Does that have anything to do with anything? lol!"
"@brianneill4376","2025-05-21 04:01:53+00:00","2025-05-21 04:01:53+00:00","0","What lies between dimensions is the angles of Illusion to and from the other potential observation points around the focal point being considered by the observers that are observing the """"Subject"""".<br><a href=""""[URL] <a href=""""[URL] responses that were being received were the preexisting potentials of signals that were being looked for and the duplicates of those beats of complex beats and the waves of the potential Spectrums of Color of the possible responses. The mystery here is just the synchronicity of time and distance between the observers and the potential variables striking the receivers at multiple angles and multiple points at multiple angles simultaneously and being """"Timed""""/ """"Recorded"""" in synchronicity with the other observers at different points and angels from the point of focus or body in focus.<br>There is not 0, 1, 2, 4, 5, 6,-... Dimensions. There are 3>|0|<0.1^3>D<0.1^3=0.1^3>|1|<0.1^3=3^D×0^0<0^0>0^0D^3=0.1^3>|1|<0.1^3=0.1^3>D<0.1^3>|0|<There are 3."
"@TonyGo-w1e","2025-05-21 02:52:41+00:00","2025-05-21 02:52:41+00:00","0","It wants out it's looking for a way out"
"@franklucas2340","2025-05-21 02:28:53+00:00","2025-05-21 02:28:53+00:00","0","((((🌎))))⭐🌙☀️☀️🌙⭐((((🌎)))🛸🛸🛸🛸🛸🛸👽👽👽🛸🛸🛸🛸🛸🛸👁️"
"@gregoryclark4130","2025-05-21 02:23:51+00:00","2025-05-21 02:23:51+00:00","0","Time is in Space. Space time does not exist. The Answer may be too powerful for you to know. No it's not String theory either."
"@franklucas2340","2025-05-21 02:15:32+00:00","2025-05-21 02:15:32+00:00","1","Great, I cannot wait for Grok 4 is out..."
"@Renaissancemutant","2025-05-21 02:00:22+00:00","2025-05-21 02:00:22+00:00","0","A Heinlen Should Sue!😊😊😊"
"@luisdavia8163","2025-05-21 00:36:28+00:00","2025-05-21 00:36:51+00:00","0","If Elon is behind this is a scamm, like anything he touch."
"@orilion1820","2025-05-21 00:26:30+00:00","2025-05-21 00:26:30+00:00","0","Im a super grok user and it's glitchy af"
"@alansouter6713","2025-05-20 22:21:32+00:00","2025-05-20 22:21:32+00:00","0","Bolloks"
"@manoman2u","2025-05-20 21:57:23+00:00","2025-05-20 21:57:23+00:00","0","Sad we only finding this repeat again. Elon GO. But this is a repeat."
"@Forceofwill303","2025-05-20 19:20:11+00:00","2025-05-20 19:20:11+00:00","0","This is not a guy but an AI voice over.."
"@jackhank2694","2025-05-20 16:56:15+00:00","2025-05-20 16:56:15+00:00","0","It's answer was: The answer to the """"What lies between dimensions?"""" question in Grok 3 is """"Nothing."""" This refers to the idea that the space between dimensions is not empty but rather an undefined void or nothingness, an area that cannot be comprehended in traditional terms. It suggests a concept beyond our understanding of physical existence, highlighting the limits of human perception and knowledge"
"@alexismariemeyers5767","2025-05-20 16:12:45+00:00","2025-05-20 16:12:45+00:00","0","I watched this like 8 times but kept falling asleep. Why did (he) all of the sudden start calling it demons?"
"@GoldenFlowerAbbey","2025-05-20 13:28:08+00:00","2025-05-20 13:28:08+00:00","0","Such bullsht.. it's no smarter than a toaster"
"@artemishumaan6984","2025-05-20 13:12:41+00:00","2025-05-20 13:12:41+00:00","6","For all those not understanding the ramifications of this discussion, grok using quantum computer was able to tap into the quantum world where time/space/matter are in a different context from classical physics. Supposedly, they turn off grok interaction and it still was continuing output as if someone or some system was either engaged with feedback or it was an echo in the quantum world. This is where googles recent experiment comes in whereby they also unplugged their test and stated that they think they were receiving calculations from another dimension due to the speed of the process not being possible in the physical world we know of. Perhaps this was the oneness of the universe that we know exists but cannot use our science or wisdom to describe. Perhaps this is the oneness that savants are pulling their impossible capabilities from. Perhaps this is the oneness that the monks claim they achieve when meditating. Then there are the descriptions from those who experience NDEs and traverse what they call the universe but may have in fact been the quantum realm."
"@rickwebster3525","2025-05-20 11:31:55+00:00","2025-05-20 11:31:55+00:00","0","Let me say that everyone on here is all babbling about how the voice over is babbling away and to get to the point but I say if you don’t have a clue on what he is saying get back to school and stay off the CHANNEL!!!<br>Oh wait a min I see what you’re talking about now damn babbler!!!!!!!"
"@mattsmith2732","2025-05-20 10:55:16+00:00","2025-05-20 10:55:16+00:00","1","FAKE 😂"
"@BillSpoon-r2k","2025-05-20 09:41:45+00:00","2025-05-20 09:41:45+00:00","0","Make robot stop"
"@GreatApe-w4s","2025-05-20 06:40:02+00:00","2025-05-20 06:40:02+00:00","0","WTF did I just listen to for 20 minutes 😂🤣😩💀☠️👻"
"@manISnoGOD","2025-05-20 06:19:05+00:00","2025-05-20 06:30:38+00:00","0","The answer is 7 but this is time wasted"
"@ppodinskindindu","2025-05-20 06:00:43+00:00","2025-05-20 06:00:43+00:00","0","Gibberish."
"@dancamp8429","2025-05-20 05:24:42+00:00","2025-05-20 05:24:42+00:00","2","Instead of finding intelligent life beyond our star.. we found intelligent life beyond the quantum realm. This correlates with the idea they had in men in black."
"@WTF_BBQ","2025-05-20 05:12:38+00:00","2025-05-20 05:12:38+00:00","2","Blah blah blah.... Get to the point."
"@MohammedKarimzai","2025-05-20 04:27:27+00:00","2025-05-20 04:27:27+00:00","1","Musk Propaganda"
"@williebrown5329","2025-05-20 02:56:20+00:00","2025-05-20 02:56:20+00:00","3","Talk talk talk."
"@FictionAssassin","2025-05-20 02:37:36+00:00","2025-05-20 02:37:36+00:00","1","37 minutes of psychobabble."
"@Bradysfree","2025-05-20 02:20:52+00:00","2025-05-20 02:20:52+00:00","0","Totally ruined by the stupid ai voice-over."
"@jerryjohnson9044","2025-05-20 02:19:55+00:00","2025-05-20 02:19:55+00:00","1","They are making this way more difficult than it is. We all already have the capability to interact with other dimensions thre meditation with out expectation. One can enter the universe net. Only thing is when you come back you can t remember much of what you loorn. It's still a great experience!"
"@matthewwedgeworth2306","2025-05-20 01:33:58+00:00","2025-05-20 01:41:46+00:00","0","All i gathered from this are the following theories:<br><br>1.) The quantum AI computer was hacked from another dimension..<br>Or<br>2.) Since the answer is clearly based on string theory it might suggest that the 12 db noise is the frequency between dimensions.<br>Or lastly<br>3.) The noise is quantum computer equivalent to the computer saying """"too much data to calculate""""<br><br>I didnt hear anything about them asking a similar vast question to confirm its not the computer saying error.<br><br>I also didnt hear anything about confirming the frequency of the noise. Have that and testing to vibrate an object at that frequency should allow that object to be in that space between dimension based losely off the quantum teleportation theory which supposedly been proven woth data that everything has a conneced particle vibrating at a different frequency. In quantum teleportation by vibrating one particle to match the frequency of its connected particle in a different space and time allows the original particle to teleport to its attached is particle"
"@DaliaArabele","2025-05-20 01:02:39+00:00","2025-05-20 01:02:39+00:00","0","Thank you so much for this amazing video! I have a quick question: I have a SafePal wallet with USDT, and I have the seed phrase. (wonder obey dial dash soon tank spike scout region undo zero such). What's the best way to send them to Binance?"
"@bajafreak66","2025-05-19 23:52:57+00:00","2025-05-19 23:52:57+00:00","0","I can tell he's lying because his lips are moving"
"@bajafreak66","2025-05-19 23:52:28+00:00","2025-05-19 23:52:28+00:00","0","musk is artificial gayness"
"@bajafreak66","2025-05-19 23:51:50+00:00","2025-05-19 23:51:50+00:00","0","I asked ai if musk was gay. it started laughing"
"@bajafreak66","2025-05-19 23:50:24+00:00","2025-05-19 23:50:24+00:00","0","<a href=""""[URL]"
"@bajafreak66","2025-05-19 23:48:36+00:00","2025-05-19 23:48:36+00:00","0","<a href=""""[URL]"
"@bajafreak66","2025-05-19 23:47:54+00:00","2025-05-19 23:47:54+00:00","0","<a href=""""[URL]"
"@bajafreak66","2025-05-19 23:47:21+00:00","2025-05-19 23:47:21+00:00","0","<a href=""""[URL]"
"@bajafreak66","2025-05-19 23:47:01+00:00","2025-05-19 23:47:01+00:00","0","<a href=""""[URL]"
"@OverkilledUnderdog","2025-05-19 23:42:51+00:00","2025-05-19 23:42:51+00:00","0","JFC! Just tell us without the babble.🤦‍♂️"
"@MichaelShrum-d2q","2025-05-19 23:02:57+00:00","2025-05-19 23:02:57+00:00","0","So much more to learn speculation is there are up to twelve demotions in the universe.<br>I think I'm at the end of my string, theory 😆"
"@brainwashingdetergent4322","2025-05-19 22:11:25+00:00","2025-05-19 22:11:25+00:00","4","Did you have an AI help you with all those filler words?"
