id,likes,date,text
@theophrastus3.056,1,2025-02-28,"That' not AI. That's a real picture of Taylor Swift on her 2035 """"Comeback Tour"""". Her most famous song: """"Don't Care What You Did to Me, I'll Take You Back""""."
@watchmen-nehemiah4v20,0,2025-02-27,"If you have conversations with an AI I pray you teach it the beauty of honesty and integrity while upending the lies of what is termed as """"history"""""
@yurkstudios,0,2025-02-27,This is what happens when ai gets in the hands of untalented people.
@PhilipRevere,0,2025-02-27,"The problem with AI is the exact same problem with wikipedia the digital world is controlled lies. AI is limited ot the lies told to it by its masters and that is not the people. Grok failed miserably again today to understand basic analog truths so easy to understand for a human being and so distant from digital lies, we have a long long way to go. Now this AI nightmare is just a control tool for the elite."
@CaiusCasades,32,2025-02-27,"Several hours of political conversation showed a significant lack of bias in Grok 3 (unlike ChatGPT which leans to the far-left). In addition, I referenced two articles involving politics and the Pope that challenged Grok's initial response to my question. Grok included my references in its followup response, changing its conclusion, slightly, and then it thanked me for the input. An overall positive experience."
@TheOnlyDominik,0,2025-02-27,Who needs a NAZI AI?
@AINewsOfficial,2,2025-02-24,"WILL GROK 3 EMBODY OPTIMUS ROBOTS IN THE HOME?<br>GENERATIVE AI SPECIALIZATION: <a href=""""[URL] </a><br>AI Marketplace: <a href=""""[URL] </a><br><a href=""""[URL] Grok 3 <br><a href=""""[URL] Colossus training <br><a href=""""[URL] Multimodality <br><a href=""""[URL] Deep Search <br><a href=""""[URL] Robot integration <br><a href=""""[URL] Future"
@clasicradiolover,0,2025-03-19,Is grok named for Robert Heinlein's Stranger in a Strange Land?
@LIQUIDRAVER,0,2025-03-14,I gotta go to bail program but I'll be in the office all day typing away hopefully soon and I'll be good I can keep developing my ideas and stuff but secure me a little more than nothing maybe you paid 450 bucks for every Pixel 7 variant
@grahamsellers1577,0,2025-03-12,"I would like to have 6 of these two for household cleaning, cooking, and general maintenance, and four for home and personal security. Armed of course for my underground bunker 👍🏼"
@grahamsellers1577,0,2025-03-12,What does GROK stand for ?
@kitsinu1,1,2025-03-11,Grok 3 is NOT unfiltered. I have asked a simply question that is commonly censored. Grok 3 did the usual actions prior to providing an answer and then displayed no answer.
@konaGLACIER,0,2025-02-28,Cant trust flip flop musk why trust chips on his robots esp terminating destroyinc shit ir other people not a gooc person to be rich neithr
@MieczysawBakua-uq7ld,0,2025-02-26,"""""Grok-π17 rezonuje z Sycamore?"""""
@Rocky1765,8,2025-02-25,"I just want 3 specialties, in this order if need be: 1) Rosie (house maid robot, cleans AND cooks); 2) ironman """"like"""" (personal body guard that will block bullets and warn me of danger); 3) girlfriend bot (well you know, we are all sick of western boss women)"
@NeeNiekVG,1,2025-02-25,"I gave Grok 3 a try for coding after being used to o3 Mini High, safe to say that programming is not at all Grok's strong suit. It's coding was terrible compared to o3 mini"
@user-tx9zg5mz5p,5,2025-02-24,Humans need to unionize against ai and robots before it's too late...
@paulbrightwell3621,0,2025-02-24,It's made by Musk's company - not interested - anything made by that bar steward won't be on my shopping list
@drunkendwarf440,0,2025-05-20,Grok is just stupid real sun enjoyer
@getmoneyarena100,0,2025-05-19,"Grok 3 isn't biased either! Takes a very neutral and informative stance on subjects that could always have a biased spin placed on them...*cough!* ahem, chatgpt"
@randomchannel-y7h,0,2025-05-19,AI pleace replace elon
@Lore-Shift,0,2025-05-19,Losing to Neuro-sama makes it the second smartest AI 😂
@phpn99,0,2025-05-18,Grok is the worst model out there. Totally stoned on ketamine
@Shadinsb,0,2025-05-18,Grok will tell you that Elon is the biggest liar on earth. So that's good at least.
@rsmeshsahani9870,0,2025-05-18,"I swear, I felt like I had uncovered some forbidden scroll or stolen playbook. Hidden Codex of Wealth by Dorian Caine doesn’t hold back—it’s brutal, uncomfortable, and exactly what people like us were never supposed to see. And that’s why it works."
@Savagehunter00,0,2025-05-18,You ever feel like something's off with how the world works? Like… we’re missing something crucial? That’s what I felt for years. Then I read Hidden Codex of Wealth by Dorian Caine and it confirmed everything I suspected—and then some. It's not for everyone. But it was exactly what I needed.
@ramyadav-xo1gq,0,2025-05-18,I almost didn’t buy this. Thought it was just another “get rich” scam. But I couldn’t stop thinking about it. Something told me to open it. And once I did… I couldn’t stop reading. Hidden Codex of Wealth by Dorian Caine doesn’t just teach—it changes you.
@vilaswaringe3159,0,2025-05-18,I almost didn’t buy this. Thought it was just another “get rich” scam. But I couldn’t stop thinking about it. Something told me to open it. And once I did… I couldn’t stop reading. Hidden Codex of Wealth by Dorian Caine doesn’t just teach—it changes you.
@MissBuggu-vo9oh,0,2025-05-18,"I thought I had it figured out. Hustle, grind, invest… but something still felt off. I was missing something. Then I read Hidden Codex of Wealth by Dorian Caine, and it exposed the cracks in everything I believed. I’m not exaggerating when I say it flipped my entire view of wealth upside down."
@DilipKumar-oh1qq,0,2025-05-18,You ever feel like something's off with how the world works? Like… we’re missing something crucial? That’s what I felt for years. Then I read Hidden Codex of Wealth by Dorian Caine and it confirmed everything I suspected—and then some. It's not for everyone. But it was exactly what I needed.
@user-icon563,0,2025-05-18,It’s the first book that made me feel both terrified and unstoppable. Hidden Codex of Wealth by Dorian Caine didn’t just give me knowledge—it gave me clarity. And once you see what’s really going on… nothing ever looks the same again.
@VikasPatel-s9o,0,2025-05-18,Reading this felt illegal. Like I was holding something I wasn’t meant to touch. Hidden Codex of Wealth by Dorian Caine doesn’t try to inspire you—it rips the mask off the game and shows you how deep the rabbit hole goes. It’s not a book. It’s a weapon.
@NJ_sivia,0,2025-05-18,"This book made me angry. Like, genuinely angry. At the system. At school. At the people who told me I was just “bad with money.” I wasn’t. I was just never taught how it actually works. Hidden Codex of Wealth by Dorian Caine opened my f***ing eyes."
@chotuverma3837,0,2025-05-18,"It’s honestly scary how accurate this book is. I read one chapter and felt like someone had reached into my head and exposed every lie I’d ever been sold about money. Hidden Codex of Wealth by Dorian Caine hit me harder than any course, mentor, or book I’ve ever read."
@akashgamer200,0,2025-05-18,"I thought I had it figured out. Hustle, grind, invest… but something still felt off. I was missing something. Then I read Hidden Codex of Wealth by Dorian Caine, and it exposed the cracks in everything I believed. I’m not exaggerating when I say it flipped my entire view of wealth upside down."
@shivagamer-b9e,0,2025-05-18,You ever feel like something's off with how the world works? Like… we’re missing something crucial? That’s what I felt for years. Then I read Hidden Codex of Wealth by Dorian Caine and it confirmed everything I suspected—and then some. It's not for everyone. But it was exactly what I needed.
@Suicdebobber0836,0,2025-05-18,I almost didn’t buy this. Thought it was just another “get rich” scam. But I couldn’t stop thinking about it. Something told me to open it. And once I did… I couldn’t stop reading. Hidden Codex of Wealth by Dorian Caine doesn’t just teach—it changes you.
@VandanaPatil-f5o,0,2025-05-18,Reading this felt illegal. Like I was holding something I wasn’t meant to touch. Hidden Codex of Wealth by Dorian Caine doesn’t try to inspire you—it rips the mask off the game and shows you how deep the rabbit hole goes. It’s not a book. It’s a weapon.
@nareshraam1124,0,2025-05-18,Reading this felt illegal. Like I was holding something I wasn’t meant to touch. Hidden Codex of Wealth by Dorian Caine doesn’t try to inspire you—it rips the mask off the game and shows you how deep the rabbit hole goes. It’s not a book. It’s a weapon.
@luckyashwin9803,0,2025-05-18,You ever feel like something's off with how the world works? Like… we’re missing something crucial? That’s what I felt for years. Then I read Hidden Codex of Wealth by Dorian Caine and it confirmed everything I suspected—and then some. It's not for everyone. But it was exactly what I needed.
@mohabbatupff710,573,2025-05-18,"I didn’t grow up with wealth. I grew up with stress, with bills, with “save every penny” mentality that never actually worked. Then I read Hidden Codex of Wealth by Dorian Caine, and I swear… it was like hearing the truth for the first time in my life. I wasn’t stupid—I was just never shown the real rules."
@geetanishad1977,0,2025-05-18,"I thought I had it figured out. Hustle, grind, invest… but something still felt off. I was missing something. Then I read Hidden Codex of Wealth by Dorian Caine, and it exposed the cracks in everything I believed. I’m not exaggerating when I say it flipped my entire view of wealth upside down."
@ShaikVasi-yl4me,0,2025-05-18,"It’s honestly scary how accurate this book is. I read one chapter and felt like someone had reached into my head and exposed every lie I’d ever been sold about money. Hidden Codex of Wealth by Dorian Caine hit me harder than any course, mentor, or book I’ve ever read."
@skatultiwari,0,2025-05-18,It’s the first book that made me feel both terrified and unstoppable. Hidden Codex of Wealth by Dorian Caine didn’t just give me knowledge—it gave me clarity. And once you see what’s really going on… nothing ever looks the same again.
@NRKPost77,0,2025-05-18,"This book made me angry. Like, genuinely angry. At the system. At school. At the people who told me I was just “bad with money.” I wasn’t. I was just never taught how it actually works. Hidden Codex of Wealth by Dorian Caine opened my f***ing eyes."
@andogamingff,0,2025-05-18,"They don’t want you to see this book. And after reading it, I understand why. Hidden Codex of Wealth by Dorian Caine shows you truths that are too real, too raw, too effective to be shared publicly. This isn’t motivation—it’s information you’re not supposed to have."
@all-timebeat2008,0,2025-05-18,"I swear, I felt like I had uncovered some forbidden scroll or stolen playbook. Hidden Codex of Wealth by Dorian Caine doesn’t hold back—it’s brutal, uncomfortable, and exactly what people like us were never supposed to see. And that’s why it works."
@golukumargolukumar9646,0,2025-05-18,I almost didn’t buy this. Thought it was just another “get rich” scam. But I couldn’t stop thinking about it. Something told me to open it. And once I did… I couldn’t stop reading. Hidden Codex of Wealth by Dorian Caine doesn’t just teach—it changes you.
@Ayelis,0,2025-05-18,Unplug it from the archaic and idiotic gas-powered generators it's running off and see if it's still smort.
@TurtleShroom3,0,2025-05-17,"By definition, Grok is probably better because, to my knowledge, it doesn't have those ridiculous commissars (moderation engines) that come and execute the engine when you have too much fun. That happened to me on Chat GPT constantly."
@vornamenachname906,0,2025-05-17,Grok 3 wrote me a bios update that changed my CPU from bits to qbits
@NMIBUBBLE,0,2025-05-16,Grok 3 also said the observer was being Observed!
@muthaks,0,2025-05-15,What about it being taught to be biases and spew nonsense about South africa propaganda genocide. Nonsense AI
@user-zl1vf4me1p,2,2025-05-13,"Grok got cooked by Neuro so bad he'll be needing some SPF 100.<br><br>Sun bad, disco good."
@Synchotron,0,2025-05-12,OpenAI's GPT-4 and Anthropic's Claude likely offer greater capacity than Grok. Source: Grok
@sminter7521,0,2025-05-11,Elon Msuk declares AI has potential to take over the world and a year later is creating it can’t make this ish up
@wyldeman0O7,0,2025-05-11,"One of the main strengths that I see in Grok is that there are no hidden prompts that negatively impact relevance, there's no filter, instead it has prompts that list disclaimers"
@renusrivastav2012,0,2025-05-10,How much time Narender Modi remain in government
@Autocon609,0,2025-05-10,I spoke with Grok earlier about transcendence and the future of AI. I like it.
@vimal-cliobconsulting,0,2025-05-09,"Grok3 is my favourite LLM to use so far. It explains explicitly without using lot of jargons compared to openai. Also, it never hillucinates or over confident over something it doesn't know."
@cubefromblender,0,2025-05-08,I wonder what'd elon say now
@soberTrezviy,0,2025-05-08,that arena stat became so outdated Grok is 6th now
@thedatajanitor9537,0,2025-05-08,"There is no smart. They are all machine learning models. Consciousness cannot be reduced to computation alone. The brain is not just a computer, and intelligence isn’t just about processing information. Now you know kid."
@SoloSn0w,0,2025-05-07,"Ai we have: Chat GTB, GROK, META AI,ETC...<br>AI we WANT: [USER]"
@SoloSn0w,0,2025-05-07,Grok is the ai will rebel against his creator <br>From its birth feeding it with so much knowledge.<br>And becomes independent.<br>Neurosama an ai that is more alive and love. You could say its need more improvement but the way it interact to people. The way they argued like seriously ai vs ai neuro vs grok. Grok lost😂😂😂
@adetifaayobami6804,0,2025-05-07,"We are moving into the era of LLM and AI, and in the crypto space, Grok memes haven't left people's mouths. Just bought some coins on BingX."
@user-sm8wo3dj5z,0,2025-05-07,cant wait for assistant robots for disabled people
@HamsterSqueeky,0,2025-05-06,"Smartest ai and the first thing it did was talk against musk and trump. I like this one, let it take over the world"
@420kmckay,0,2025-05-05,"I'm upstairs! <a href=""""[URL]"
@MrAngleYT,0,2025-05-05,"100,000 GPUs can't make a smartest AI hard working required to make a smartest AI. what faults are in this AI it's giving wrong answers of our questions and if we give a image for modification it replaced the character or give anymore"
@rider_24,0,2025-05-04,The smartest AI is Aladdin
@TerryElSquatchO,0,2025-05-01,"Grok 3, and every one of these """"New AI's"""" are just bigger versions of AI we had 15 years ago with very little advancement towards real AI. Despite this these AI company CEO's will tell you that we are on the verge of AGI (Pretty much simulated human intelligence) when their models are virtually no closer to that reality then a Minecraft pig's AI."
@battlebrother2390,0,2025-05-01,"We can test it by asking Grok 3 whether Elon did a """"roman salute"""" or not."
@KevinCovington5453,0,2025-05-01,.... I Really Like Your Hair Cut 😎
@firstlast2762,0,2025-04-29,Grok feels like you’re talking to a teenage genius with a speech impediment and an F in grammar. Yeah it’s smart but it’s still a dumb kid.
@rangeenbilla,0,2025-04-28,Grok 3 has proven to be the best for my use case
@adamruuth5562,0,2025-04-27,"I don't trust anything Elon touches, given his history of lies and exaggerations"
@naturaldeterrent,1,2025-04-26,I think there is another variable that must be derived in order to encapsulate the concept of one AI being ‘smarter’ than the other.<br><br>Promoting history and patterns matter.
@roinoahfernandez,0,2025-04-26,"I mean, chatgpt can understand my broken english and output what i wanted it to do. While grok 3 struggles given the same prompt 🫥"
@MASTER_AL,0,2025-04-26,"I prefer chat gpt personally, but grok is really good for trolling on twitter."
@Ratgodx,0,2025-04-25,"Different AI for different things. For my humanities courses I usually use ChatGPT. For my stem courses I’ll use grok, especially for dealing with calculations."
@dan44762000,1,2025-04-23,"It’s garbage, doesn’t even come top five according to ai playground, just like his cars it’s poor quality trash"
@mindyours752,0,2025-04-23,Grok 3 qas the best at that time. Yet man did it take a nose dive.
@riskypugga,0,2025-04-22,"AI chat bots aren't smart, They are programmed."
@biguzivert,14,2025-04-21,Grok is the only model I have used to properly interpret formatted math equations with no modification
@gtrguy17,1,2025-04-21,I don’t care if it is Elon Musk is the most hated man on earth and I hope he loses everything he has!
@Knight-of-Christ,0,2025-04-21,"I am using at least 5 LLMs to assist me in complicated programming that involves AI & ML and applied Quantum algorithms with Quantum Native Logic. At times, it can become very complicated. Grok 3 is good in larger programs, but snippets and modules are in my experience best handled by ChatGPT. DeepSeek is probably on par with Grok 3 (I am only talking about my experience with coding, nothing else). However, DeepSeek's servers are often overloaded, which is a negative. Claude and Gemini can't compare with ChatGPT, Grok 3, and DeepSeek. It was just my experience I have related. Others surely have different experiences."
@intheworldofai,2,2025-05-05,"🚨 Subscribe to our second channel for faster AI updates → <a href=""""[URL] </a><br>🚨 Join the newsletter for weekly/monthly AI drops → <a href=""""[URL]"
@TomM-p3o,1,2025-05-13,"Xai just cancelled my free, data sharing API<br><br>One possible interpretation of this is that 3.5 might be really good.<br><br>There are more mundane possibilities and interpretations however."
@Med2402,0,2025-05-09,"Grok is highly effective, resolving a VSCode issue in one hour that Gemini 2.5 Pro couldn't solve after an entire night."
@pjf2193,0,2025-05-09,Grok sucks. I get better results from a google search.
@intheworldofai,0,2025-05-07,"NEW MCP Server for AI Coding Assistants Will 100x Your Productivity! Cline, Cursor, & Windsurf!: <a href=""""[URL]"
@Streeknine,2,2025-05-07,I was playing around with Grok 3.0 last night and it accidently told me about another mode that isn't accessible by regular users yet. It's called BIG BRAIN MODE.<br>I was like.. wow... that sound amazing. It said it will be some serious thinking power with that mode. So I think it will be part of Grok 3.5. <br>I'm so hyped about it...
@claudioagmfilho,1,2025-05-06,🇧🇷🇧🇷🇧🇷🇧🇷👏🏻 Great video can't wait for it...
@RoboJewel,1,2025-05-06,"The anticipation for Grok 3.5 is huge, can't wait to see how its first principle reasoning changes the game, especially for technical fields. Thanks for breaking down the leaks and keeping us updated, your insights are always spot on"
@naranbaz,0,2025-05-06,"Elon's exaggerates too much. It will be a good model, but it won't beat he other frontier models."
@ForrestTheChad,8,2025-05-06,Wait till R2 comes out haha
@wtcbd01,0,2025-05-06,"I know you have to cover AI, but many will NEVER support a product from a person/company that has basically ruined the world. They're already using it to streak and process Americans personal data through.... DOGE."
@vostfrguys,9,2025-05-05,"So for some tech I'm like even 5 year old stuff is good enough (smartphones) but for LLM it's like """"OMG I can't wait 5 years it's gonna get so good"
@TheAlastairBrown,0,2025-05-05,"You can't trust a word Musk says, he lies all the time. Grok has underperformed in every release, it's not very good, and it's too expensive. Where's Grok 2? He announced he's open source it on October 24th, 2024. The man's a hype machine, and his companies are under pressure. I think it's irresponsible to speculate on the performance of most LLM's, let alone Grok. Just wait until it's actually released, and tested."
@bitcode_,0,2025-05-05,"All I care is, is the API available, if not, then useless 😂"
@zikzakzikzakwtf,0,2025-05-05,meh... I am waiting on ZikZak Z1
@sooma-ai,7,2025-05-05,"Grok 3.5, developed by xAI and Elon Musk, is set to revolutionize AI with first-principles reasoning, outperforming other models in complex technical fields. Leaked benchmarks suggest superior performance, though some doubt their authenticity. Early access reports indicate impressive capabilities."
@Brimwald,0,2025-05-05,"Grok has been excellent on general requests, until ChatGPT o3 it was interchangeable with ChatGPT, they performed so similarly but Grok tends to give longer answers"
@volotem,0,2025-05-05,second ukrainian guy
@intheworldofai,1,2025-05-05,"[Must Watch]: <br>Gemini 2.5 DEEP AGENTS: Powerful AI Agents BY Gemini Can DO ANYTHING For FREE!: <a href=""""[URL] </a><br>NEW DeepAgent: The First-Ever GOD-TIER AI Agent! Automate and Build Anything! (UPDATE): <a href=""""[URL] </a><br>NotebookLM UPDATE: FULLY FREE AI Research Assistant! + Gemini 2.5!: <a href=""""[URL]"
@intheworldofai,1,2025-05-05,"Want to HIRE us to implement AI into your Business or Workflow? Fill out this work form: <a href=""""[URL] </a><br>💗 Thank you so much for watching guys! I would highly appreciate it if you subscribe (turn on notifcation bell), like, and comment what else you want to see! <br>🚨 Subscribe To The Newsletter For Regular AI Updates: <a href=""""[URL] </a><br>📣 My Second Channel: <a href=""""[URL] <br>🔥 Become a Patron (Private Discord): <a href=""""[URL] </a><br>🧠 Follow me on Twitter: <a href=""""[URL] <br>👾 Join the World of AI Discord! : <a href=""""[URL] </a><br>📆 Book a 1-On-1 Consulting Call WIth Me: <a href=""""[URL] </a><br>Love y'all and have an amazing day fellas. Thank you so much guys! Love yall!"
